0.003585	0.995533	0.999021	0.082723	2.267191	0.024985	0.157364	5.026072	0.999939	29.000000	0.411329	947.812623	29.767786
0.320558	0.714731	0.945013	12.664581	33.410147	1.591722	5.232206	971.345275	1.000000	255.000000	0.809660	8.940530	2.614130
0.001471	0.999112	0.999780	0.023290	1.417943	0.005350	0.052017	1.999182	0.999782	0.000000	0.466521	4221.604617	63.853643
0.030208	0.963051	0.994337	1.002263	8.406358	0.246485	1.468148	68.625685	0.999995	255.000000	0.684930	110.528202	9.803386
0.002727	0.996083	0.999246	0.093409	2.356030	0.031910	0.275511	5.479508	0.999946	47.000000	0.609192	880.294983	28.573694
0.028370	0.986325	0.996978	0.485881	7.139109	0.083316	0.632730	50.449966	0.999990	255.000000	0.636751	277.067839	16.025991
0.033058	0.977434	0.995009	0.745255	8.374392	0.147315	0.724103	67.256506	0.999993	18.000000	0.684247	189.124229	12.937415
0.018260	0.992662	0.997868	0.211156	4.459343	0.043982	0.302151	19.061720	0.999976	1.000000	0.405145	550.343703	22.853914
0.015227	0.986847	0.997141	0.323959	5.174041	0.094206	0.639962	26.073683	0.999984	58.000000	0.619767	573.973090	22.062024
0.015686	0.991475	0.998420	0.279836	5.149077	0.050022	0.410534	26.156467	0.999982	0.000000	0.604118	490.308545	20.657136
0.029902	0.990161	0.997044	0.337173	6.047541	0.065626	0.399416	34.631312	0.999985	1.000000	0.474069	428.745602	20.012144
0.024234	0.975153	0.994626	0.553513	6.068028	0.164401	1.136420	36.393254	0.999991	23.000000	0.505308	231.125716	13.989495
0.002574	0.996755	0.999397	0.103994	2.890315	0.027651	0.224838	8.246316	0.999951	0.000000	0.776936	1067.734755	31.445927
0.016391	0.983654	0.996834	0.403097	5.609035	0.093831	0.720540	30.977597	0.999987	255.000000	0.609977	301.348160	16.264081
0.002053	0.998469	0.999592	0.029907	1.501844	0.009312	0.097048	2.234272	0.999830	0.000000	0.342910	4038.853546	60.250268
0.004013	0.995319	0.998999	0.095551	2.457307	0.029558	0.282069	5.980520	0.999947	2.000000	0.419583	912.913015	28.869821
0.003064	0.997826	0.999584	0.067571	2.472525	0.015314	0.119266	6.056614	0.999925	231.000000	0.663054	1842.171269	40.972493
0.027696	0.938882	0.992463	1.823044	8.947163	0.591311	1.932931	68.216335	0.999997	255.000000	0.717380	97.775757	7.898966
0.032016	0.983892	0.996223	0.589284	7.997789	0.107753	0.723768	62.894549	0.999991	0.000000	0.676226	287.036755	15.910440
0.044087	0.981555	0.995556	0.627721	8.116772	0.124024	0.840978	64.116742	0.999992	255.000000	0.562169	256.118602	15.172884
0.005331	0.995258	0.999066	0.122787	3.095566	0.027607	0.262003	9.470868	0.999959	108.000000	0.554310	734.837496	26.491867
0.019118	0.977473	0.995842	0.554708	6.583422	0.122163	0.819201	42.050778	0.999991	192.000000	0.658042	195.584203	13.307086
0.003676	0.995808	0.999073	0.084264	2.406171	0.023367	0.242227	5.757982	0.999940	8.000000	0.517515	1064.975298	31.378713
0.010723	0.969347	0.996200	0.598058	5.688469	0.159976	0.846955	30.672580	0.999991	255.000000	0.679472	152.569891	11.009642
0.010110	0.989097	0.998099	0.334864	5.323612	0.070305	0.447910	27.547099	0.999985	255.000000	0.753305	321.342204	17.278168
0.001532	0.999694	0.999899	0.010076	1.078937	0.001708	0.016165	1.158185	0.999495	0.000000	0.230704	13331.896677	112.612077
0.043536	0.971672	0.993215	0.896276	9.235981	0.151844	1.066782	83.406918	0.999994	255.000000	0.648570	142.910359	11.317892
0.022978	0.991441	0.997815	0.297633	5.721309	0.050344	0.309820	31.857600	0.999983	0.000000	0.554491	458.163479	20.761771
0.001440	0.998010	0.999579	0.032750	1.376265	0.010526	0.118921	1.888277	0.999845	38.000000	0.318477	2293.224822	45.779837
0.043995	0.987663	0.996566	0.538381	8.337979	0.075157	0.515377	68.124095	0.999991	28.000000	0.616161	291.828923	16.583513
0.012868	0.994035	0.998721	0.214788	4.746448	0.040113	0.329206	22.280097	0.999976	0.000000	0.637821	612.453820	24.019323
0.008732	0.991777	0.998327	0.199249	3.820967	0.050223	0.327341	14.257851	0.999974	0.000000	0.547189	495.419686	21.309048
0.053539	0.928305	0.988781	1.729675	10.725043	0.401510	2.537675	113.700738	0.999997	255.000000	0.644905	55.959291	6.998960
0.000276	0.999234	0.999883	0.026418	1.445367	0.006690	0.053062	2.071404	0.999808	0.000000	0.893875	3777.617084	59.338443
0.002390	0.997704	0.999480	0.053024	1.850001	0.017770	0.163629	3.387389	0.999904	0.000000	0.417546	1797.701906	40.456741
0.000551	0.999295	0.999867	0.017598	1.084720	0.004914	0.042981	1.168819	0.999711	0.000000	0.571323	4277.754961	64.163847
0.008946	0.994616	0.998802	0.187998	4.431994	0.038441	0.255713	19.232589	0.999973	3.000000	0.698438	768.154362	26.539725
0.006097	0.997887	0.999514	0.099904	3.591979	0.014999	0.106288	12.711977	0.999949	0.000000	0.719111	1460.998268	37.589617
0.011305	0.990314	0.997966	0.230667	4.231002	0.054852	0.496628	17.716705	0.999978	41.000000	0.541474	467.293091	20.591935
0.000521	0.998959	0.999780	0.016708	0.863781	0.007671	0.069303	0.742010	0.999696	0.000000	0.370181	3442.976640	56.703411
0.013879	0.983958	0.997555	0.445292	5.879311	0.105982	0.681504	33.801951	0.999989	255.000000	0.710853	259.365964	15.221070
0.045711	0.987206	0.996487	0.636027	9.315726	0.087705	0.582165	85.138904	0.999992	255.000000	0.684062	265.610816	15.813251
0.033211	0.986476	0.996656	0.459147	7.042351	0.089330	0.607310	48.400268	0.999989	40.000000	0.573220	355.555008	17.919751
0.014828	0.987664	0.997577	0.415899	6.220156	0.080761	0.509925	37.761248	0.999988	255.000000	0.739257	296.610186	16.505498
0.035600	0.965025	0.994258	0.961294	8.723883	0.201277	1.095027	73.251886	0.999995	255.000000	0.662203	111.703913	10.080512
0.036336	0.984592	0.996382	0.562714	7.991767	0.090563	0.760522	62.930557	0.999991	215.000000	0.638769	257.338896	15.508102
0.002849	0.997642	0.999447	0.054611	2.074150	0.013492	0.095721	4.242371	0.999907	0.000000	0.496967	1822.533793	41.218543
0.038297	0.981675	0.995603	0.744120	9.188420	0.127238	0.779513	82.046222	0.999993	2.000000	0.714421	221.879506	14.138792
0.000460	0.999387	0.999852	0.008733	0.685998	0.003078	0.040601	0.470310	0.999418	0.000000	0.117513	6799.832553	81.192959
0.041085	0.962543	0.996124	1.680842	12.967408	0.216580	1.352037	162.650763	0.999997	255.000000	0.854592	63.795560	7.789723
0.015043	0.995869	0.999175	0.210541	5.457697	0.030772	0.248256	29.435823	0.999976	255.000000	0.690173	839.482883	28.198632
0.054504	0.977463	0.994459	0.966003	10.910451	0.142054	0.801784	115.230627	0.999995	0.000000	0.705155	166.595816	12.401246
0.083670	0.982010	0.995192	0.955139	12.261539	0.125556	0.779813	146.900800	0.999995	255.000000	0.672401	208.099750	14.037150
